task_index,task_slug,pair_index,pair_id,pair_type,diisocyanate_id,oh_component_id,oh_component_role,start_index,nco_site_number,oh_site_number,torsion_start_deg,torsion_collision_adjustment_deg,torsion_actual_deg,attack_side,attack_angle_deg,attack_azimuth_adjustment_deg,initial_reactive_distance_a,initial_min_interfragment_distance_a,geometry_status,execution_permission,nco_carbon_atom_index_1based,oh_oxygen_atom_index_1based,atom_count,charge,uhf,monomer_energy_sum_hartree,diisocyanate_xyz_sha256,oh_component_xyz_sha256,input_xyz_file,input_xyz_sha256,xcontrol_file,xcontrol_sha256,constraint_force_constant,xtb_version,xtb_binary_sha256,method,environment_model,optimization_level,calculation_scope,performance_claim_status,run_status,run_issue,association_energy_proxy_kcal_mol,complex_total_energy_hartree,final_reactive_distance_a,runtime_seconds,state_file
51,pair_c331ce60e3e4002a477c_s04,12,pair_c331ce60e3e4002a477c,diisocyanate_macrodiol,commercial_hdi,commercial_ptmg_1800,macrodiol_proxy,4,2,2,270,-120,150,1,105,0,2.7,0.72807313768,ready,allowed,11,150,352,0,0,-460.1449622,f803407f5b86187aa5b1156dabc45dfd2ef15e9c691991f4617d525bfe2e01f8,3489fdc93c13d1559a0c8556a9c2a7be67955894174cb78128cf1f6111c6ae81,输入复合物/pair_c331ce60e3e4002a477c_s04.xyz,5ea4b4a592434e529d67b6b5795554dc2d54bb053d3bb0ac0c0cb72a8fff83f6,约束/pair_c331ce60e3e4002a477c_s04.inp,b84a7c392ab48fa51ab32985e1ac7ef16ee5fada15a928387e8e276b9e2d4512,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-7.53778812961,-460.15697443,2.7005086635,1123.82,状态/pair_c331ce60e3e4002a477c_s04.json
52,pair_d2c043f5b3c834e8f59f_s01,13,pair_d2c043f5b3c834e8f59f,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_1000,macrodiol_proxy,1,1,1,0,180,180,1,105,45,2.7,0.700380208389,ready,allowed,11,35,219,0,0,-287.97383837,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_d2c043f5b3c834e8f59f_s01.xyz,c1092ab38a50050c61e677b705e90f27cc8dad8287792367e53ad7e2a8c48ec0,约束/pair_d2c043f5b3c834e8f59f_s01.inp,2ba7525152d1b7e607b10d301c049cf3eef41cc71a2fef19ca948ef5c759147b,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-30.0224189499,-288.02168214,2.70192795035,96.406,状态/pair_d2c043f5b3c834e8f59f_s01.json
53,pair_d2c043f5b3c834e8f59f_s02,13,pair_d2c043f5b3c834e8f59f,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_1000,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,1.9196342607,ready,allowed,11,105,219,0,0,-287.97383837,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_d2c043f5b3c834e8f59f_s02.xyz,ecef7c0afe3d87379bf1a6b811670ed994277c615065c84405bf0e06f5379965,约束/pair_d2c043f5b3c834e8f59f_s02.inp,55e04257eab430bf836f24eca43d8536d00fbd9d6cf192120c037d75d53aa4d9,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-29.0691944082,-288.02016308,2.70366937493,148.314,状态/pair_d2c043f5b3c834e8f59f_s02.json
54,pair_d2c043f5b3c834e8f59f_s03,13,pair_d2c043f5b3c834e8f59f,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_1000,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,1.22358179233,ready,allowed,15,35,219,0,0,-287.97383837,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_d2c043f5b3c834e8f59f_s03.xyz,8f0862234b19001dfaa9a1f4b8e5a506f8cac4313a75a9ba6e693e2961e3bd28,约束/pair_d2c043f5b3c834e8f59f_s03.inp,e009e800807ffdf2e74733962769f47890e0a78c9830e71e9ab24bc7bbcd32f2,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-27.5050140924,-288.0176704,2.70138593246,200.839,状态/pair_d2c043f5b3c834e8f59f_s03.json
55,pair_d2c043f5b3c834e8f59f_s04,13,pair_d2c043f5b3c834e8f59f,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_1000,macrodiol_proxy,4,2,2,270,-120,150,1,105,0,2.7,1.26026178032,ready,allowed,15,105,219,0,0,-287.97383837,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_d2c043f5b3c834e8f59f_s04.xyz,3287ab6ddf4f29426d08b8dbd1935ded8c5f73bf455fc50f9271e542fc928df2,约束/pair_d2c043f5b3c834e8f59f_s04.inp,97f06a53b34af5493dec53655636fd96a4e892c3f8c3b40e4816e07f22e447d8,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-29.1713027499,-288.0203258,2.70074135945,95.322,状态/pair_d2c043f5b3c834e8f59f_s04.json
56,pair_7281369a0f23aafabcfb_s01,14,pair_7281369a0f23aafabcfb,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_2000,macrodiol_proxy,1,1,1,0,0,0,1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,11,35,388,0,0,-505.23829286,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7281369a0f23aafabcfb_s01.xyz,0020acfd40f0035d007ebfb85aaaed05229080437ca1d528c725362eccb2ae95,约束/pair_7281369a0f23aafabcfb_s01.inp,2ba7525152d1b7e607b10d301c049cf3eef41cc71a2fef19ca948ef5c759147b,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_7281369a0f23aafabcfb_s01.json
57,pair_7281369a0f23aafabcfb_s02,14,pair_7281369a0f23aafabcfb,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_2000,macrodiol_proxy,2,1,2,90,180,270,-1,105,-45,2.7,0.779716476151,ready,allowed,11,170,388,0,0,-505.23829286,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7281369a0f23aafabcfb_s02.xyz,57c6133a72b483de39e66cecbddc03cd032825ef48680df3e2ce043e8163d326,约束/pair_7281369a0f23aafabcfb_s02.inp,498e79b7434d84d7843ba3748f1407c59a27effc3518a9d374524a5bdf70b6e6,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-58.1366694405,-505.33093954,2.70274467011,1138.105,状态/pair_7281369a0f23aafabcfb_s02.json
58,pair_7281369a0f23aafabcfb_s03,14,pair_7281369a0f23aafabcfb,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_2000,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,15,35,388,0,0,-505.23829286,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7281369a0f23aafabcfb_s03.xyz,83de619f52476dc1a70e0d9de5610b1c022486b6fbcd4bfa296946074fc38c56,约束/pair_7281369a0f23aafabcfb_s03.inp,e009e800807ffdf2e74733962769f47890e0a78c9830e71e9ab24bc7bbcd32f2,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_7281369a0f23aafabcfb_s03.json
59,pair_7281369a0f23aafabcfb_s04,14,pair_7281369a0f23aafabcfb,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_2000,macrodiol_proxy,4,2,2,270,30,300,1,105,45,2.7,1.02870700554,ready,allowed,15,170,388,0,0,-505.23829286,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_7281369a0f23aafabcfb_s04.xyz,c205752a419cba842974688f535d2a4e7dad8dbcf4fc140be6ac7d25760eb587,约束/pair_7281369a0f23aafabcfb_s04.inp,281e7920d021b9c79f77ae66c19f513feda5eab77c843cd2e5c4f430339890d6,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-73.9255859197,-505.35610078,2.70211411316,1492.242,状态/pair_7281369a0f23aafabcfb_s04.json
60,pair_d0f7348c2ab6da21546e_s01,15,pair_d0f7348c2ab6da21546e,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_650,macrodiol_proxy,1,1,1,0,-30,330,1,105,0,2.7,0.753588430856,ready,allowed,11,35,154,0,0,-204.39906073,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_d0f7348c2ab6da21546e_s01.xyz,26f75ce750841dab6d35e1da06ef5534a45ba81c6067256251d9c297e889393d,约束/pair_d0f7348c2ab6da21546e_s01.inp,2ba7525152d1b7e607b10d301c049cf3eef41cc71a2fef19ca948ef5c759147b,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-7.21907606775,-204.41056506,2.70128880743,68.496,状态/pair_d0f7348c2ab6da21546e_s01.json
61,pair_d0f7348c2ab6da21546e_s02,15,pair_d0f7348c2ab6da21546e,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_650,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,1.89406119256,ready,allowed,11,80,154,0,0,-204.39906073,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_d0f7348c2ab6da21546e_s02.xyz,3f57aecfc60ee7b8106bb3b4b8131c37cd5a8ba8758beb3cbbe24a23c71f6353,约束/pair_d0f7348c2ab6da21546e_s02.inp,44509d007a8c9e0b92a062709a57118b1edc667031dd1e76600d172cba6c2cb5,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-10.5010572937,-204.41579523,2.70270719939,52.485,状态/pair_d0f7348c2ab6da21546e_s02.json
62,pair_d0f7348c2ab6da21546e_s03,15,pair_d0f7348c2ab6da21546e,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_650,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,2.43300558939,ready,allowed,15,35,154,0,0,-204.39906073,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_d0f7348c2ab6da21546e_s03.xyz,1e16da78625ddb314c38a74775d4dd043f0dcd0f5e51324c0dfcac8ef0fcdffb,约束/pair_d0f7348c2ab6da21546e_s03.inp,e009e800807ffdf2e74733962769f47890e0a78c9830e71e9ab24bc7bbcd32f2,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-12.7484887502,-204.41937674,2.7015667765,59.319,状态/pair_d0f7348c2ab6da21546e_s03.json
63,pair_d0f7348c2ab6da21546e_s04,15,pair_d0f7348c2ab6da21546e,diisocyanate_macrodiol,commercial_ipdi,commercial_ptmg_650,macrodiol_proxy,4,2,2,270,0,270,1,105,0,2.7,1.76985515473,ready,allowed,15,80,154,0,0,-204.39906073,7aaa51468f3a5e25aa7ddec14020f06327ced692d4da9a2d0922e8d2a3bff133,0702fa93ec3ff2fc9bc0cd99734642aabbad3be997b3ad87aaf7bac505e92cf8,输入复合物/pair_d0f7348c2ab6da21546e_s04.xyz,d778d2f8610a917a5e054cecd07d2f03de15fd30b882902be0ad9ea6f05bf485,约束/pair_d0f7348c2ab6da21546e_s04.inp,a961d8b98bce2a419bed115afa928f05a6d08dec1ed46cba385a90878a5e2aae,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-13.1304788674,-204.41998548,2.70125841075,59.558,状态/pair_d0f7348c2ab6da21546e_s04.json
64,pair_5122a20522ecb6d42280_s01,16,pair_5122a20522ecb6d42280,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1000,macrodiol_proxy,1,1,1,0,120,120,1,105,0,2.7,0.963291724443,ready,allowed,2,30,214,0,0,-290.27643024,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_5122a20522ecb6d42280_s01.xyz,b73870b1b3b9b02f65a900d55a365c4d7c386ec02f89346320feb75d6b6fd7c5,约束/pair_5122a20522ecb6d42280_s01.inp,81f9f942b5e84b821868d29357a382e226dc2d1e99cdf8fcb15fa48cd3fc3f60,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-39.1115109009,-290.3387584,2.70098644473,258.625,状态/pair_5122a20522ecb6d42280_s01.json
65,pair_5122a20522ecb6d42280_s02,16,pair_5122a20522ecb6d42280,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1000,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,2.38584851287,ready,allowed,2,100,214,0,0,-290.27643024,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_5122a20522ecb6d42280_s02.xyz,b8f57ced5c23cbdc24b78e534e00547d40e9ae35bf55dc0db87e2f26e794a946,约束/pair_5122a20522ecb6d42280_s02.inp,51300663eae5cc4a1ff844414df2af399db6400fa006aec280dea95c0461996e,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-28.4899529629,-290.32183187,2.70152213023,192.599,状态/pair_5122a20522ecb6d42280_s02.json
66,pair_5122a20522ecb6d42280_s03,16,pair_5122a20522ecb6d42280,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1000,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,0.906787159635,ready,allowed,14,30,214,0,0,-290.27643024,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_5122a20522ecb6d42280_s03.xyz,78a750ad4511c189c630fa60039c8406e42c040bca1d1f6f737c0dc00961764f,约束/pair_5122a20522ecb6d42280_s03.inp,a2510b4a76e3f9268cfac4a3915ad25df19a9b0d63ab94f5b5b302430848fb61,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-37.5830107738,-290.33632258,2.70138201273,500.055,状态/pair_5122a20522ecb6d42280_s03.json
67,pair_5122a20522ecb6d42280_s04,16,pair_5122a20522ecb6d42280,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1000,macrodiol_proxy,4,2,2,270,-30,240,1,105,0,2.7,0.837368567284,ready,allowed,14,100,214,0,0,-290.27643024,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,163874b6131ca8dd21970480651e29e8825f065900e52d1db8a1a91e0a3c3605,输入复合物/pair_5122a20522ecb6d42280_s04.xyz,f8275e02b668f7edaea41f7f7327ce5c2f52c06f8390f1b88081818b5f977a3a,约束/pair_5122a20522ecb6d42280_s04.inp,f554f3416943d125364ca3732936c734442eb7c0141141711ce5c80fd849c2c7,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-24.9091517254,-290.3161255,2.7014420413,141.211,状态/pair_5122a20522ecb6d42280_s04.json
68,pair_86897ffb45df49ff7132_s01,17,pair_86897ffb45df49ff7132,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1800,macrodiol_proxy,1,1,1,0,-60,300,1,105,0,2.7,1.12656039184,ready,allowed,2,30,357,0,0,-474.10645297,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,3489fdc93c13d1559a0c8556a9c2a7be67955894174cb78128cf1f6111c6ae81,输入复合物/pair_86897ffb45df49ff7132_s01.xyz,cebc69c9f37551488fe298eb2a66163d1ef9d4cf53d8157ccd027dc1dc11e1d3,约束/pair_86897ffb45df49ff7132_s01.inp,81f9f942b5e84b821868d29357a382e226dc2d1e99cdf8fcb15fa48cd3fc3f60,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-50.0481664462,-474.1862098,2.70064034378,364.19,状态/pair_86897ffb45df49ff7132_s01.json
69,pair_86897ffb45df49ff7132_s02,17,pair_86897ffb45df49ff7132,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1800,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,2.32088714249,ready,allowed,2,155,357,0,0,-474.10645297,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,3489fdc93c13d1559a0c8556a9c2a7be67955894174cb78128cf1f6111c6ae81,输入复合物/pair_86897ffb45df49ff7132_s02.xyz,0ecd0937bd4b3efe42584002402bd8615640e686b7d45a3b112fb778fb28dca8,约束/pair_86897ffb45df49ff7132_s02.inp,fe41cc0586db2eab9b258064e91f443783472f8d4d682cab0f5f61b055a76e4c,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-51.7744701097,-474.18896084,2.70178637143,965.914,状态/pair_86897ffb45df49ff7132_s02.json
70,pair_86897ffb45df49ff7132_s03,17,pair_86897ffb45df49ff7132,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1800,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,1.01993290639,ready,allowed,14,30,357,0,0,-474.10645297,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,3489fdc93c13d1559a0c8556a9c2a7be67955894174cb78128cf1f6111c6ae81,输入复合物/pair_86897ffb45df49ff7132_s03.xyz,e7c380ad4bfa1a9b10a0ecec0965799e1d893d3e4b9932226cd4cac98fad89f4,约束/pair_86897ffb45df49ff7132_s03.inp,a2510b4a76e3f9268cfac4a3915ad25df19a9b0d63ab94f5b5b302430848fb61,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-50.1196335002,-474.18632369,2.7007365413,1015.347,状态/pair_86897ffb45df49ff7132_s03.json
71,pair_86897ffb45df49ff7132_s04,17,pair_86897ffb45df49ff7132,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_1800,macrodiol_proxy,4,2,2,270,0,270,1,105,0,2.7,1.00278021588,ready,allowed,14,155,357,0,0,-474.10645297,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,3489fdc93c13d1559a0c8556a9c2a7be67955894174cb78128cf1f6111c6ae81,输入复合物/pair_86897ffb45df49ff7132_s04.xyz,5c93d5111bc74de8b3505a4c9f544804d2373e2711eb8c4a5e82b676d9e4cc83,约束/pair_86897ffb45df49ff7132_s04.inp,87ce2a49f690e62b2a6aaa606ab4afc7ebb593d5aa544008c6c2d20cf8368fe2,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-49.8918601113,-474.18596071,2.70051000752,438.131,状态/pair_86897ffb45df49ff7132_s04.json
72,pair_1eed3bf4b6fc24a22592_s01,18,pair_1eed3bf4b6fc24a22592,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_2000,macrodiol_proxy,1,1,1,0,0,0,1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,2,30,383,0,0,-507.54088473,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_1eed3bf4b6fc24a22592_s01.xyz,92ba3b2457f1b9528ab409c6af2fec4315ff92b219a93d7ee01163d1427c4433,约束/pair_1eed3bf4b6fc24a22592_s01.inp,81f9f942b5e84b821868d29357a382e226dc2d1e99cdf8fcb15fa48cd3fc3f60,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_1eed3bf4b6fc24a22592_s01.json
73,pair_1eed3bf4b6fc24a22592_s02,18,pair_1eed3bf4b6fc24a22592,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_2000,macrodiol_proxy,2,1,2,90,0,90,-1,105,0,2.7,1.29908414095,ready,allowed,2,165,383,0,0,-507.54088473,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_1eed3bf4b6fc24a22592_s02.xyz,693cf5cfaa82850770df19423b2291318f27f5829c16cbe9414ab33ff4335f0c,约束/pair_1eed3bf4b6fc24a22592_s02.inp,c9310baf708da79a78520280336b9b5812c8d14fc786753002f25d86875c4a6e,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-64.3794035175,-507.64347984,2.70203332873,395.214,状态/pair_1eed3bf4b6fc24a22592_s02.json
74,pair_1eed3bf4b6fc24a22592_s03,18,pair_1eed3bf4b6fc24a22592,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_2000,macrodiol_proxy,3,2,1,180,0,180,-1,105,0,2.7,0.366403414042,blocked_initial_interfragment_collision,blocked,14,30,383,0,0,-507.54088473,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_1eed3bf4b6fc24a22592_s03.xyz,6fe7e6a23a1740ad5a0046f3cd333ea1bd98f5ddb340b0a3cb75e79c700ae236,约束/pair_1eed3bf4b6fc24a22592_s03.inp,a2510b4a76e3f9268cfac4a3915ad25df19a9b0d63ab94f5b5b302430848fb61,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,blocked_input_geometry,blocked_initial_interfragment_collision,,,,,状态/pair_1eed3bf4b6fc24a22592_s03.json
75,pair_1eed3bf4b6fc24a22592_s04,18,pair_1eed3bf4b6fc24a22592,diisocyanate_macrodiol,commercial_mdi_44,commercial_ptmg_2000,macrodiol_proxy,4,2,2,270,-60,210,1,105,0,2.7,0.714865839505,ready,allowed,14,165,383,0,0,-507.54088473,cc6a5b5fea9a067eea45f6e46567081c8cbe09ef29e5122a3532a2de2ccb38c1,9409cae060bd461a0c546293a019e02a2d9e6bd1a94006e0aa6d67e468d51a16,输入复合物/pair_1eed3bf4b6fc24a22592_s04.xyz,3d8a7a9d5aa58df146b626773f4fc7f65543e106742e65e51440d573d3245add,约束/pair_1eed3bf4b6fc24a22592_s04.inp,ff7244a069c880ebcdd477f446efd98172a77c982e80e117f51ee2d54720653c,0.5,6.7.1,debf27a9e0fa4bfb5ca75aafe4b90d8211f08ec2f4a482f375a4987212eaa12a,GFN2-xTB,gas_phase,tight,constrained_prereaction_association_proxy,no_performance_claim,completed,,-66.57556745,-507.64697965,2.70199882291,1794.704,状态/pair_1eed3bf4b6fc24a22592_s04.json
