xtb_task_index,xtb_task_slug,candidate_id,component_role,conformer_id,source_task_slug,crest_rank,canonical_smiles,run_status,warning_codes,failure_type,failure_message,archive_file,archive_sha256,method,xtb_version,xtb_version_full,total_energy_hartree,relative_energy_kcal_mol,boltzmann_proxy_weight_298K,homo_ev,lumo_ev,homo_lumo_gap_ev,reported_homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_debye,partial_charge_sum_e,gfn2_d4_alpha0_au,reactive_site_kind,reactive_site_count,reactive_site_distance_a,probe_radius_a,sphere_point_count,site_1_atom_index,site_1_charge_e,site_1_atomic_alpha0_au,site_1_incident_wbo_count,site_1_incident_wbo_sum,site_1_incident_wbo_mean,site_1_sasa_a2,site_1_relative_sasa,site_1_nonbonded_net_gap_a,site_2_atom_index,site_2_charge_e,site_2_atomic_alpha0_au,site_2_incident_wbo_count,site_2_incident_wbo_sum,site_2_incident_wbo_mean,site_2_sasa_a2,site_2_relative_sasa,site_2_nonbonded_net_gap_a,site_charge_e_mean,site_charge_e_min,site_charge_e_max,site_charge_e_abs_difference,site_atomic_alpha0_au_mean,site_atomic_alpha0_au_min,site_atomic_alpha0_au_max,site_atomic_alpha0_au_abs_difference,site_incident_wbo_sum_mean,site_incident_wbo_sum_min,site_incident_wbo_sum_max,site_incident_wbo_sum_abs_difference,site_sasa_a2_mean,site_sasa_a2_min,site_sasa_a2_max,site_sasa_a2_abs_difference,site_relative_sasa_mean,site_relative_sasa_min,site_relative_sasa_max,site_relative_sasa_abs_difference,site_nonbonded_net_gap_a_mean,site_nonbonded_net_gap_a_min,site_nonbonded_net_gap_a_max,site_nonbonded_net_gap_a_abs_difference,xtbout_json_sha256,stdout_sha256,wbo_sha256
5000099,0005_000100_cf_560831c44e36eb1a9a68,commercial_hqee,chain_extender,cf_560831c44e36eb1a9a68,reality_commercial_hqee,100,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/56/0005_000100_cf_560831c44e36eb1a9a68.tar.gz,21b8c1667a30cbe041e84630d2f086b3c592af31f2d20ddaa35f5ba3cf203c61,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.79002819,,,-10.04914359,-6.23908306,3.8100605300000003,3.81006053,-0.37303715,0.83549121,-0.11148411,2.342865297398989,2.0000000076209057e-08,133.459793,hydroxyl_oxygen,2,10.747171185248822,1.4,960,9,-0.43333758,6.26,2,1.9045621175292262,0.9522810587646131,34.15275639199921,0.31875,-0.20595881676752947,13,-0.42428107,6.234,2,1.912497158853681,0.9562485794268405,32.14377072188161,0.3,-0.1109204888730213,-0.428809325,-0.43333758,-0.42428107,0.009056510000000018,6.247,6.234,6.26,0.0259999999999998,1.9085296381914536,1.9045621175292262,1.912497158853681,0.007935041324454772,33.14826355694041,32.14377072188161,34.15275639199921,2.008985670117603,0.30937499999999996,0.3,0.31875,0.01874999999999999,-0.1584396528202754,-0.20595881676752947,-0.1109204888730213,0.09503832789450817,311b6575a8914dab14eab30b7af2f7ec1e1a971487451b05438178156173fa00,1f093bb1a8f3a97783887a3fe5bb2a18172b04e65566cf903277e8f540b748c9,e37f62984aff6635a8b2efd500f19e9018a9214d7f12be42a4ce16db1942c64c
5000100,0005_000101_cf_9ea7f7e6b01bc14586e8,commercial_hqee,chain_extender,cf_9ea7f7e6b01bc14586e8,reality_commercial_hqee,101,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/9e/0005_000101_cf_9ea7f7e6b01bc14586e8.tar.gz,19904ecfa102495a663d3c557ddbd711597434217cd6843f4f31234906bfbca8,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.79002737,,,-10.04895014,-6.23896623,3.8099839100000006,3.80998392,0.41344952,0.81699387,0.27597443,2.4307669638645106,-7.28583859910259e-17,133.459625,hydroxyl_oxygen,2,11.016366462009712,1.4,960,9,-0.42431168,6.234,2,1.912480978057167,0.9562404890285835,32.70182229691428,0.30520833333333336,-0.11187850651040909,13,-0.43329842,6.26,2,1.9046112227291698,0.9523056113645849,34.710807967031876,0.32395833333333335,-0.20466227910193258,-0.42880505,-0.43329842,-0.42431168,0.008986739999999993,6.247,6.234,6.26,0.0259999999999998,1.9085461003931683,1.9046112227291698,1.912480978057167,0.007869755327997163,33.70631513197308,32.70182229691428,34.710807967031876,2.008985670117596,0.3145833333333333,0.30520833333333336,0.32395833333333335,0.01874999999999999,-0.15827039280617083,-0.20466227910193258,-0.11187850651040909,0.09278377259152348,aa6611104be9fa2a1e095da4413657e408294f5bf8b16668f9377e7711f2b874,9361ed9c81516d6d650a3479537211048d5a9a47a4a73124d32bf573aa3f541d,76fe04799791a4724095a3c12a14eca5167c6e483702907b33f20346b3aaec8c
5000101,0005_000102_cf_616cf1eee1f75ff55dce,commercial_hqee,chain_extender,cf_616cf1eee1f75ff55dce,reality_commercial_hqee,102,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/61/0005_000102_cf_616cf1eee1f75ff55dce.tar.gz,9afc7e98e159f047a79b108e726887ea7786de5f2a621b4969da8a2cdb7f7292,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.79002601,,,-9.93511267,-6.1425106,3.792602070000001,3.79260207,0.11903988,0.83060566,0.64058856,2.683233936082885,-2.999999996339264e-08,133.277117,hydroxyl_oxygen,2,10.888978207971268,1.4,960,9,-0.43557088,6.267,2,1.907665032296556,0.953832516148278,32.478601666901206,0.303125,-0.03742330161915075,13,-0.44250701,6.287,2,1.899218292851222,0.949609146425611,28.683850956679077,0.2677083333333333,-0.15770747231802384,-0.43903894499999996,-0.44250701,-0.43557088,0.006936129999999985,6.277,6.267,6.287,0.019999999999999574,1.903441662573889,1.899218292851222,1.907665032296556,0.008446739445334028,30.58122631179014,28.683850956679077,32.478601666901206,3.7947507102221287,0.28541666666666665,0.2677083333333333,0.303125,0.03541666666666665,-0.0975653869685873,-0.15770747231802384,-0.03742330161915075,0.1202841706988731,138d3c961f0a3932cd66534efb45f385976b637331fcad9fdf279c98dc4889c6,1c9755381ba66827603cd98ff65c0d636ba9202294f32a895d0ca80188c2054e,2d7824b1fac9243aefced7e22f24a5ee9df3a51eaa3800d81de53f89c68bee69
5000102,0005_000103_cf_7854ce145bc612804a0f,commercial_hqee,chain_extender,cf_7854ce145bc612804a0f,reality_commercial_hqee,103,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/78/0005_000103_cf_7854ce145bc612804a0f.tar.gz,49c48c28ab15a2f7c2990fc352104fb5ba923472d97420e698791a150d3b5ccb,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.79001535,,,-9.93596725,-6.14139795,3.794569299999999,3.79456931,0.30080303,-0.66459878,0.32283103,2.027660049195013,-3.122502256758253e-17,133.277774,hydroxyl_oxygen,2,10.491665039727414,1.4,960,9,-0.43562485,6.267,2,1.9075949529565461,0.9537974764782731,33.148263556940414,0.309375,-0.03714981219444824,13,-0.44251483,6.287,2,1.899213791619778,0.949606895809889,28.90707158669214,0.26979166666666665,-0.15953400705307597,-0.43906984000000004,-0.44251483,-0.43562485,0.006889980000000018,6.277,6.267,6.287,0.019999999999999574,1.9034043722881622,1.899213791619778,1.9075949529565461,0.00838116133676814,31.027667571816277,28.90707158669214,33.148263556940414,4.241191970248273,0.2895833333333333,0.26979166666666665,0.309375,0.03958333333333336,-0.0983419096237621,-0.15953400705307597,-0.03714981219444824,0.12238419485862773,c3b9291f3dd3ec704238a66146e7d31201936c60d2933ad42ffff85a317abcdc,c6cbce24325486c4c85d877d8aa8425555dfffa689169975c3c0e246ccd30bb8,170741ae5b4f0556ca8ceafb7539f164fe6b3a6ac583f055634da2fe56a93fbb
5000103,0005_000104_cf_d64aa17e766beaaf3f54,commercial_hqee,chain_extender,cf_d64aa17e766beaaf3f54,reality_commercial_hqee,104,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/d6/0005_000104_cf_d64aa17e766beaaf3f54.tar.gz,50382e0e0c7b7a9be99e5373a13d002e29c9f8a7f3ad6a0838550a2a51ed13ac,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78999161,,,-10.03258943,-6.22367292,3.8089165099999995,3.80891651,0.01255985,-0.00361272,0.00143847,0.033418960478231036,1.999999995824786e-08,133.343181,hydroxyl_oxygen,2,12.26450118580887,1.4,960,9,-0.43254662,6.258,2,1.9092895486830788,0.9546447743415394,33.03665324193388,0.30833333333333335,-0.016812468336544262,13,-0.4325498,6.258,2,1.909282745750874,0.954641372875437,33.81792544697961,0.315625,-0.01908902156124248,-0.43254821,-0.4325498,-0.43254662,3.179999999991523e-06,6.258,6.258,6.258,0.0,1.9092861472169764,1.909282745750874,1.9092895486830788,6.802932204674761e-06,33.42728934445674,33.03665324193388,33.81792544697961,0.781272205045731,0.3119791666666667,0.30833333333333335,0.315625,0.007291666666666641,-0.01795074494889337,-0.01908902156124248,-0.016812468336544262,0.002276553224698219,58147300f4cfc6ef81514fcbcee7759c16625b36c193b3ce7fc05c9a3ee7c8cb,8aea836800f5603a1fb757c0df2b01ca81b45a5bc4150ec18da74981496fdbff,b521fbf4a20d107cad8c1364d8ea69a0407209d361a1334bb7f0390ddb9a61ff
5000104,0005_000105_cf_f77027cf93078df1ba41,commercial_hqee,chain_extender,cf_f77027cf93078df1ba41,reality_commercial_hqee,105,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/f7/0005_000105_cf_f77027cf93078df1ba41.tar.gz,6e75947b59becabf5f678fab9c046229a12a3344795f3046eb60acf0c3c5a03e,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78996083,,,-10.06161837,-6.23299398,3.82862439,3.82862439,0.30021636,-1.27494167,-0.56229422,3.623018794987214,-2.0000000031106246e-08,133.473966,hydroxyl_oxygen,2,10.717566819890784,1.4,960,9,-0.42413918,6.234,2,1.912578708960769,0.9562893544803845,32.366991351894676,0.3020833333333333,-0.11164720945641315,13,-0.43328298,6.26,2,1.9046762102644599,0.9523381051322299,33.929535761986145,0.31666666666666665,-0.20373552546374274,-0.42871108,-0.43328298,-0.42413918,0.00914379999999998,6.247,6.234,6.26,0.0259999999999998,1.9086274596126145,1.9046762102644599,1.912578708960769,0.007902498696309213,33.14826355694041,32.366991351894676,33.929535761986145,1.5625444100914692,0.30937499999999996,0.3020833333333333,0.31666666666666665,0.014583333333333337,-0.15769136746007795,-0.20373552546374274,-0.11164720945641315,0.09208831600732958,4942f119858992fd7cede9518d30b74a428d36d41dd71fe17a0a31d68db9899f,359d0d90a42dfd94230bf05f4f67d55f0e6c11437fe4133167306f2503f1e569,19b9f8c13323fe42f3fdac790e92f35ee5b06790fba960ebc52eb2c30fbc55bd
5000105,0005_000106_cf_7e6dab7b5e001d91d4f0,commercial_hqee,chain_extender,cf_7e6dab7b5e001d91d4f0,reality_commercial_hqee,106,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/7e/0005_000106_cf_7e6dab7b5e001d91d4f0.tar.gz,d25228b0bd5668a35aeaa5515491a828d767c7dc82e3fa33e2b91833d8db7695,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78995364,,,-10.06168383,-6.23311599,3.82856784,3.82856784,-0.34787188,1.34623455,-0.40735938,3.682729431592582,-2.0000000006820118e-08,133.47446,hydroxyl_oxygen,2,11.015997016784286,1.4,960,9,-0.43322271,6.26,2,1.9047187512553991,0.9523593756276996,34.15275639199921,0.31875,-0.20399922543452753,13,-0.42413089,6.234,2,1.912585276259834,0.956292638129917,32.03216040687508,0.2989583333333333,-0.11221406074097962,-0.42867679999999997,-0.43322271,-0.42413089,0.009091820000000028,6.247,6.234,6.26,0.0259999999999998,1.9086520137576166,1.9047187512553991,1.912585276259834,0.007866525004434965,33.09245839943715,32.03216040687508,34.15275639199921,2.120595985124133,0.30885416666666665,0.2989583333333333,0.31875,0.019791666666666652,-0.15810664308775357,-0.20399922543452753,-0.11221406074097962,0.09178516469354792,ced244fcb0b620b7bc52de7b55f32b476ed78b067d6668d018cef9849d9765bb,88aba3492ca007f2b9c3a59dddf6ed5f4939cad37dfe6a7521450f9fc65fc753,934051443f00c8f78a15d3476e0a71459d16cf32d3918c7b85060d3cbee0061c
5000106,0005_000107_cf_39df95d885e29f97067b,commercial_hqee,chain_extender,cf_39df95d885e29f97067b,reality_commercial_hqee,107,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/39/0005_000107_cf_39df95d885e29f97067b.tar.gz,baa232a8738655bfd85570eaa3865d969e4799ac04fcd1c88f27d4804625baaa,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78994842,,,-10.05674167,-6.27122887,3.7855127999999993,3.7855128,0.46429453,0.54899871,-0.66991417,2.4978445329049555,-9.99999997391976e-09,133.406115,hydroxyl_oxygen,2,10.378349927333609,1.4,960,9,-0.42423035,6.234,2,1.9125613264786918,0.9562806632393459,32.366991351894676,0.3020833333333333,-0.11253475140931046,13,-0.43705093,6.271,2,1.902415022279019,0.9512075111395095,33.81792544697961,0.315625,-0.13300867174346864,-0.43064064,-0.43705093,-0.42423035,0.012820580000000026,6.2524999999999995,6.234,6.271,0.03699999999999992,1.9074881743788554,1.902415022279019,1.9125613264786918,0.010146304199672773,33.09245839943714,32.366991351894676,33.81792544697961,1.450934095084932,0.30885416666666665,0.3020833333333333,0.315625,0.013541666666666674,-0.12277171157638955,-0.13300867174346864,-0.11253475140931046,0.02047392033415818,b0abd9b4537b1672ee5db8e95472b33386380665c4bcd537da8b396c2d6ae16b,459562a31baaf290bd8162ab06bc923f9cc5de9b2259cac8bee1bada9f88be83,df7684d36abc75e95a66bc9440088224a15f2ab9fc0cc8bb70156176b7043c8d
5000107,0005_000108_cf_14113b82266b4323158c,commercial_hqee,chain_extender,cf_14113b82266b4323158c,reality_commercial_hqee,108,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/14/0005_000108_cf_14113b82266b4323158c.tar.gz,cc2bc289830b3637ea1c89e62b1bd5e3c1867f8461d529df3d2bee80350f57e6,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78993794,,,-10.05840267,-6.27209377,3.7863089,3.78630891,0.41706821,-0.79368244,0.27687911,2.3851002147113443,-6.938893903907228e-18,133.406297,hydroxyl_oxygen,2,9.777934161498813,1.4,960,9,-0.42420944,6.234,2,1.912566661772726,0.956283330886363,32.366991351894676,0.3020833333333333,-0.11262677053002523,13,-0.43713186,6.271,2,1.9022808053373992,0.9511404026686996,34.041146076992675,0.3177083333333333,-0.1364584491800107,-0.43067065,-0.43713186,-0.42420944,0.01292241999999999,6.2524999999999995,6.234,6.271,0.03699999999999992,1.9074237335550626,1.9022808053373992,1.912566661772726,0.010285856435326757,33.20406871444368,32.366991351894676,34.041146076992675,1.6741547250979991,0.3098958333333333,0.3020833333333333,0.3177083333333333,0.015625,-0.12454260985501797,-0.1364584491800107,-0.11262677053002523,0.023831678649985477,68695231d416ac67f9b1aa9e887fd07d99c894e22a64c3f08824ad5a42f491e5,2c86fc1c6f081ef28ea59d20242ab16d4f94f7b55d554de23d987ce76c841af4,5dafed62a3c7ad50d6fd9bb5b8b0061cba6ee0564cd249924e107e4d1543a569
5000108,0005_000109_cf_1f1485026bb7bae809db,commercial_hqee,chain_extender,cf_1f1485026bb7bae809db,reality_commercial_hqee,109,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/1f/0005_000109_cf_1f1485026bb7bae809db.tar.gz,022ea33b353b1cdb0f028a41c2adf769a8014197a017768e263406e0755c79bb,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.7899363,,,-9.94280413,-6.13681041,3.805993720000001,3.80599373,0.47926987,0.18474079,0.49187138,1.8076196739922417,-9.999999991266995e-09,133.284874,hydroxyl_oxygen,2,8.92305006170349,1.4,960,9,-0.43580674,6.268,2,1.907492582745894,0.953746291372947,33.03665324193388,0.30833333333333335,-0.039865729087831925,13,-0.44247293,6.287,2,1.8992120806726058,0.9496060403363029,28.90707158669214,0.26979166666666665,-0.1593466593336641,-0.439139835,-0.44247293,-0.43580674,0.006666189999999961,6.2775,6.268,6.287,0.019000000000000128,1.9033523317092498,1.8992120806726058,1.907492582745894,0.00828050207328812,30.97186241431301,28.90707158669214,33.03665324193388,4.129581655241736,0.2890625,0.26979166666666665,0.30833333333333335,0.038541666666666696,-0.09960619421074801,-0.1593466593336641,-0.039865729087831925,0.11948093024583217,1c66a80107fb0b4980c2c1303929048e5e516e445ed71ba620ed8bb7198543cc,2b531704a8988895d1f639bc8b0311c0202107f486c0a0036528208552fa87b5,51e777255f6b9ab353aed9d8f77119b49d5919f05628d82cf5b29dc820546c52
5000109,0005_000110_cf_10e4d91e89edc3b44ee5,commercial_hqee,chain_extender,cf_10e4d91e89edc3b44ee5,reality_commercial_hqee,110,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/10/0005_000110_cf_10e4d91e89edc3b44ee5.tar.gz,6d372f406780a0a1456f570a94dd73409da7d70b11907000a77ca727be365584,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78993521,,,-9.94366587,-6.13701428,3.8066515900000004,3.80665159,-0.2532462,0.14067525,0.9360708,2.4905890697520507,-6.591949208711867e-17,133.28397,hydroxyl_oxygen,2,9.416224171765247,1.4,960,9,-0.44244179,6.287,2,1.899244508728926,0.949622254364463,29.018681901698674,0.2708333333333333,-0.15976851767311584,13,-0.43567899,6.267,2,1.907605292195124,0.953802646097562,33.148263556940414,0.309375,-0.038625565971169395,-0.43906038999999997,-0.44244179,-0.43567899,0.006762800000000013,6.277,6.267,6.287,0.019999999999999574,1.9034249004620252,1.899244508728926,1.907605292195124,0.008360783466198063,31.083472729319546,29.018681901698674,33.148263556940414,4.12958165524174,0.29010416666666666,0.2708333333333333,0.309375,0.038541666666666696,-0.09919704182214262,-0.15976851767311584,-0.038625565971169395,0.12114295170194644,5c610baff7889bd801860ab4a1c29600c64ccfe9ac4a09c60e8b0b0ac9d58c7d,f114234190d4dd01649480af810669d8bbde08b41b39483e6c992749e3898693,32471714688585545f0ffe395c2c62e9e032598864596ea1e29d10ce27fbfd58
5000110,0005_000111_cf_fccc5fa17bf62aa5bc29,commercial_hqee,chain_extender,cf_fccc5fa17bf62aa5bc29,reality_commercial_hqee,111,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/fc/0005_000111_cf_fccc5fa17bf62aa5bc29.tar.gz,b8519ed190445f19ac1df16374b111c3ce73c0831ed14b8079332d48f732eb19,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78986545,,,-10.04504629,-6.21724645,3.82779984,3.82779984,0.00094117,0.70091109,1.11210615,3.3412673132580912,-1.9999999996411777e-08,133.351903,hydroxyl_oxygen,2,11.763056351850405,1.4,960,9,-0.43250535,6.258,2,1.909348362242132,0.954674181121066,33.25987387194695,0.3104166666666667,-0.021111590307916428,13,-0.43249326,6.258,2,1.9093599813270932,0.9546799906635466,33.48309450196001,0.3125,-0.021003309224256528,-0.432499305,-0.43250535,-0.43249326,1.209000000002014e-05,6.258,6.258,6.258,0.0,1.9093541717846125,1.909348362242132,1.9093599813270932,1.1619084961278503e-05,33.37148418695348,33.25987387194695,33.48309450196001,0.22322063001305992,0.31145833333333334,0.3104166666666667,0.3125,0.002083333333333326,-0.021057449766086478,-0.021111590307916428,-0.021003309224256528,0.00010828108365990019,80d0e55c3ca425d100a32ab48b176fbca6da81ede9ce276db177f59ce46f63cb,9a6082f55ccc8539b5b4508673ae4fc4c1c77bc48154ff5d8ffb68e9532f3111,bc600fdc8e767e1f952e911d94dc3941a7cf1313e1558005dbe6fe3eff6974b9
5000111,0005_000112_cf_9888d16e865fd277e9dc,commercial_hqee,chain_extender,cf_9888d16e865fd277e9dc,reality_commercial_hqee,112,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/98/0005_000112_cf_9888d16e865fd277e9dc.tar.gz,281b46e28a4014832af06d2f82d3ce7f80d8ffb9617ecf75846aa175768b5eea,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78983271,,,-10.05587943,-6.25952029,3.796359139999999,3.79635915,0.08201345,-0.87634771,0.17974917,2.283361330098073,-6.245004513516506e-17,133.316904,hydroxyl_oxygen,2,10.62104629477496,1.4,960,9,-0.43247437,6.258,2,1.9093991422046002,0.9546995711023001,33.37148418695348,0.31145833333333334,-0.020515582284831746,13,-0.43437318,6.263,2,1.908004090699267,0.9540020453496335,33.81792544697961,0.315625,-0.027608343386243073,-0.433423775,-0.43437318,-0.43247437,0.0018988100000000285,6.2605,6.258,6.263,0.004999999999999893,1.9087016164519337,1.908004090699267,1.9093991422046002,0.0013950515053331447,33.59470481696654,33.37148418695348,33.81792544697961,0.44644126002612694,0.31354166666666666,0.31145833333333334,0.315625,0.004166666666666652,-0.02406196283553741,-0.027608343386243073,-0.020515582284831746,0.007092761101411327,5beb389eab11b67751aab3f5b5b7da3f4a615245d2b5f0451cfd98e9fd7f6568,a3b513ca8090341550824b7dd1ef00669870eb47b2dbdac16b9f1a3ec236f504,370d4a369c8d27db4b9eb6a6fcb63504d9f4add581bb52b73d5d4e49f829c925
5000112,0005_000113_cf_4da8c83b364ff766ea36,commercial_hqee,chain_extender,cf_4da8c83b364ff766ea36,reality_commercial_hqee,113,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/4d/0005_000113_cf_4da8c83b364ff766ea36.tar.gz,b04b2c4b9354f3b63c7115eaf60da800eacd31d9d52b739759e880c59edf4784,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78980648,,,-10.06943816,-6.26662743,3.802810730000001,3.80281073,0.28934364,1.33974255,0.4619437,3.6763364839311494,-1.0000000067594828e-08,133.424096,hydroxyl_oxygen,2,10.374332408286524,1.4,960,9,-0.42400585,6.233,2,1.912707935572016,0.956353967786008,32.255381036888146,0.30104166666666665,-0.11138269356150143,13,-0.43695452,6.271,2,1.902503252976191,0.9512516264880955,34.26436670700575,0.31979166666666664,-0.12943319208760196,-0.430480185,-0.43695452,-0.42400585,0.012948669999999995,6.252,6.233,6.271,0.038000000000000256,1.9076055942741035,1.902503252976191,1.912707935572016,0.010204682595825076,33.25987387194695,32.255381036888146,34.26436670700575,2.008985670117603,0.3104166666666667,0.30104166666666665,0.31979166666666664,0.01874999999999999,-0.1204079428245517,-0.12943319208760196,-0.11138269356150143,0.018050498526100522,9000d8a620b24d6a48d68d8448a7b6d7b0cd409fedac4abc2eae71d1b3202948,916121c2f2f73868a0bd0d2594d4891694702e516cca09dee8e9f8e8735cc2be,f742ce84fc5d7834293aef5a0a9d123e06f001e40a5c3331dfd21f1333971aad
5000113,0005_000114_cf_b044451726b1f507e1a8,commercial_hqee,chain_extender,cf_b044451726b1f507e1a8,reality_commercial_hqee,114,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/b0/0005_000114_cf_b044451726b1f507e1a8.tar.gz,d1f2964abd53150bcbb64d903dca90893f23fcf5c80a125c8097ac904317e49d,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78980358,,,-10.0697879,-6.26702014,3.80276776,3.80276775,0.23560804,1.35937659,-0.3494972,3.617471766536656,9.999999998205888e-09,133.424781,hydroxyl_oxygen,2,9.814458826811563,1.4,960,9,-0.42400583,6.233,2,1.912697321541368,0.956348660770684,32.03216040687508,0.2989583333333333,-0.11120849976559333,13,-0.43703288,6.271,2,1.9023713606207109,0.9511856803103554,34.041146076992675,0.3177083333333333,-0.13202585004342415,-0.430519355,-0.43703288,-0.42400583,0.01302705000000004,6.252,6.233,6.271,0.038000000000000256,1.9075343410810395,1.9023713606207109,1.912697321541368,0.010325960920657185,33.03665324193388,32.03216040687508,34.041146076992675,2.008985670117596,0.30833333333333335,0.2989583333333333,0.3177083333333333,0.01874999999999999,-0.12161717490450874,-0.13202585004342415,-0.11120849976559333,0.020817350277830826,3c9fa4b87ffaf0570498f2945df3f9e1166ea2197229ea9cf7583a1aa78fda81,a4cd3679b7ded48dc72c4642cb146bd0fc79992ab44c2f19e9f7bf222857c906,bd565d76a9ebddd804c29f9a94e3d457d2b0fe71c803124ddacfe824397eb3ed
5000114,0005_000115_cf_ac695e9b8b2f144408d1,commercial_hqee,chain_extender,cf_ac695e9b8b2f144408d1,reality_commercial_hqee,115,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/ac/0005_000115_cf_ac695e9b8b2f144408d1.tar.gz,11a97c18ed06f82302a7a95fb5df6e708030f87fb33a6ce7f9fb496608873d53,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78973668,,,-9.94380825,-6.18528662,3.7585216299999997,3.75852163,0.62312958,-0.69373199,-0.59818971,2.815935084258606,9.999999987797548e-09,133.304428,hydroxyl_oxygen,2,7.490237057088766,1.4,960,9,-0.4300461,6.251,2,1.9090716695638679,0.9545358347819339,31.02766757181628,0.28958333333333336,-0.12400671424186704,13,-0.43729831,6.272,2,1.902616556188127,0.9513082780940635,28.572240641672543,0.26666666666666666,-0.12910377743207335,-0.43367220500000003,-0.43729831,-0.4300461,0.007252210000000037,6.2615,6.251,6.272,0.020999999999999908,1.9058441128759975,1.902616556188127,1.9090716695638679,0.006455113375740895,29.799954106744412,28.572240641672543,31.02766757181628,2.4554269301437373,0.278125,0.26666666666666666,0.28958333333333336,0.022916666666666696,-0.1265552458369702,-0.12910377743207335,-0.12400671424186704,0.005097063190206308,34ffa3bda14445a4971d2132ae879a24426c2f4fdbeadf5814bdc11635ebfbdd,cfaee29125511ed171899b1490dcc13fced3fbed4b8f5294cf53eebb07255346,2bcbaa0d4d43e080cadbff3ab838ed7cc3e4db28117da7e7a378ba1a04acff87
5000115,0005_000116_cf_3c238f8f5cecef8beb69,commercial_hqee,chain_extender,cf_3c238f8f5cecef8beb69,reality_commercial_hqee,116,C1=CC(=CC=C1OCCO)OCCO,success,,,,结果包/3c/0005_000116_cf_3c238f8f5cecef8beb69.tar.gz,a918730db33b85297af72d70a3d5dd18f197fb47cea971a57304bcf76cd2fa4e,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-44.78972633,,,-9.94879887,-6.1754426,3.773356269999999,3.77335627,0.41098928,-0.658689,0.46322069,2.2979363092215888,1.9999999986003436e-08,133.307868,hydroxyl_oxygen,2,7.094562043693676,1.4,960,9,-0.43004026,6.251,2,1.9091190224229901,0.9545595112114951,31.36249851683588,0.29270833333333335,-0.12560073066495736,13,-0.43763128,6.273,2,1.902449243148288,0.951224621574144,29.018681901698674,0.2708333333333333,-0.12980864403622694,-0.43383577,-0.43763128,-0.43004026,0.007591020000000004,6.2620000000000005,6.251,6.273,0.021999999999999353,1.905784132785639,1.902449243148288,1.9091190224229901,0.006669779274702137,30.190590209267278,29.018681901698674,31.36249851683588,2.3438166151372073,0.2817708333333333,0.2708333333333333,0.29270833333333335,0.021875000000000033,-0.12770468735059215,-0.12980864403622694,-0.12560073066495736,0.004207913371269578,d5b2bba9eb7092bfb3d95876196105363f0420e0dc97e61a628372c7ac8984e1,b853358cae9737dfaceceeb6fb956e327ccc62aef12ec2904b10e868198622ab,b092b8527983da1ff56bf1a6ae772c9c38b6478b734fb599b134adee4c3e9fc9
